Planting,Unique Planting,State,ID,Lab,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale),Juice Scan Device ID,Juice Scan 365nm,Juice Scan 385nm,Juice Scan 450nm,Juice Scan 500nm,Juice Scan 530nm,Juice Scan 587nm,Juice Scan 632nm,Juice Scan 850nm,Juice Scan 880nm,Juice Scan 940nm,Surface Scan Device ID,Surface Scan 365nm,Surface Scan 386nm,Surface Scan 450nm,Surface Scan 500nm,Surface Scan 530nm,Surface Scan 587nm,Surface Scan 632nm,Surface Scan 850nm,Surface Scan 880nm,Surface Scan 940nm
"2019 Joel's field 1 Carrots (server: 22, id: 5)",2019_Joel's_field_1_Carrots_uD6GKGq1aPbEqlkLNSKs91fsvmh2,ohio,2811,Ann Arbor,0,farm,carrot,,,,,tendersweet,none,,yes,orange,20,6.8,0.107,6.77,11.72,,,,,,,,,,,,,,,0.00,0.03,0.01,0.00,5.88,3.41,5.8,8.6,,,,,,,,,,,,,,,,,,,,,,,,,5.858,20.2,,,,,,,,,,,,,,,,,,,,,,,136.02,51.69,187.71,104.91166435185185,,,,00:00:00:de,-0.6199999999999974,3.9299999999999926,16.900000000000006,9.329999999999998,11.990000000000002,33.21000000000001,28.489999999999995,35.78999999999999,37.769999999999996,60.10000000000001,00:00:00:de,4.269,5.271,4.160,3.844,9.556,53.79,46.61,53.91,76.52,45.71
"2019 Joel's field 1 Carrots (server: 22, id: 5)",2019_Joel's_field_1_Carrots_uD6GKGq1aPbEqlkLNSKs91fsvmh2,ohio,2812,Ann Arbor,0,farm,carrot,,,,,tendersweet,,,yes,orange,32,5.6,0.103,8.89,46.78,,,,,,,,,,,,,,,0.00,0.02,0.01,-0.00,,,5.5,35.04,,,,,,,,,,,,,,,,,,,,,,,4.47,2.6,5.8,19.7,,,,,,,,,,,,,,,,,,,,,,,136.02,52.68,188.70000000000002,104.91166435185185,,,,00:00:00:de,1.3499999999999943,8.049999999999997,22.89999999999999,12.810000000000002,17.36,38.56,32.290000000000006,42.97,42.26,69.8,00:00:00:de,5.459,6.610,3.950,4.274,8.339,57.21,53.39,65.67,84.28,57.19
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2205,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,25,6.5,0.096,16.97,9.25,,,,,,,,,,,,,,,,,,,,,6,48.24,,,,,,,,,,,,,,,,,,,,,,,5.88,3.41,5.8,25.93,,,,,,,,,,,,,,,,,,,,,,,-1097.32,141.41,-955.91,,,,,00:00:00:de,-0.08999999999999986,4.519999999999996,15.5,7.409999999999997,8.920000000000002,33.67000000000001,28.630000000000003,49.849999999999994,46.38999999999999,72.8,00:00:00:de,3.652,4.200,6.298,4.848,10.15,51.83,48.03,57.73,62.23,47.45
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2206,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,30,8,0.102,3.91,58.86,,,,,,,,,,,,,,,,,,,8.3,4.81,5.8,35.6,,,,,,,,,,,,,,,,,,,,,,,,,5.5,17.18,,,,,,,,,,,,,,,,,,,,,,,-1097.32,572.17,-525.15,,,,,00:00:00:de,-2.8500000000000014,-0.17999999999999972,13.030000000000001,5.060000000000002,5.729999999999997,29.65,25.040000000000006,40.05,42.839999999999996,61.08000000000001,00:00:00:de,4.016,4.096,4.873,6.053,10.33,53.64,52.53,62.21,64.72,47.57
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2207,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,24,4.8,0.087,16.37,11.27,,,,,,,,,,,,,,,,,,,,,5.8,26.87,,,,,,,,,,,,,,,,,,,,,,,,,5.8,19.26,,,,,,,,,,,,,,,,,,,,,,,-1097.32,116.31,-981.01,,,,,00:00:00:de,-0.41000000000000014,5.380000000000003,21.5,11.71,13.649999999999999,32.94,28.28000000000001,53.42,48.77,75.56,00:00:00:de,6.106,8.292,9.052,8.123,14.91,47.77,41.10,54.82,55.02,52.60
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2208,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,23,8.6,0.209,1.52,6.54,,,,,,,,,,,,,,,,,,,6.7,3.89,5.8,31.15,,,,,,,,,,,,,,,,,,,,,,,4.56,2.65,5.5,16.29,,,,,,,,,,,,,,,,,,,,,,,-1097.35,569.11,-528.2399999999999,,,,,00:00:00:de,-2.460000000000001,0.3500000000000014,12.799999999999997,5.409999999999997,5.869999999999997,28.739999999999995,24.93999999999999,40.81,42.650000000000006,62.3,00:00:00:de,4.027,3.767,3.877,4.521,8.829,49.57,47.50,62.43,68.11,48.22
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2209,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,26,6.9,0.081,13.68,4.3,,,,,,,,,,,,,,,,,,,7.84,4.55,6,34.15,,,,,,,,,,,,,,,,,,,,,,,,,5.5,17.4,,,,,,,,,,,,,,,,,,,,,,,-1097.35,118.16,-979.1899999999999,,,,,00:00:00:de,-1.0799999999999983,5.809999999999995,20.700000000000003,10.86,12.659999999999997,34.39000000000001,29.700000000000003,56.980000000000004,50.60999999999999,78.58000000000001,00:00:00:de,4.664,5.825,5.924,5.724,9.257,39.45,36.18,46.29,43.24,43.38
,carrot_UFaztN78s6XnXNcVX3dLhSoSWrT2,maryland,2210,Ann Arbor,0,farm,carrot,,,,organic,,,,yes,orange,33,7.5,0.098,14.34,3.92,,,,,,,,,,,,,,,,,,,10.32,5.98,6,35.4,,,,,,,,,,,,,,,,,,,,,,,4.72,2.74,5.5,19.51,,,,,,,,,,,,,,,,,,,,,,,-1097.35,117.35,-979.9999999999999,,,,,00:00:00:de,-3.8900000000000006,-1.9100000000000037,10,4.989999999999995,4.729999999999997,25.160000000000004,22.869999999999997,42.11,44.089999999999996,61.33,00:00:00:de,3.313,3.870,4.152,4.181,9.058,46.71,42.54,50.71,51.96,49.97
,,massachusetts,3959,Ann Arbor,0,farm,cherry_tomato,,,,,esterina,none,,yes,yellow,25,7.6,0.086,43.63,627.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,00:00:00:de,-4.289999999999999,-0.46999999999999886,10,12.7,16.739999999999995,36.68,26.020000000000003,39.52,39.76,68.7,00:00:01:2f,-126.2,-57.83,-15.92,5.278,8.406,12.84,11.42,22.90,23.03,20.45
,,massachusetts,3957,Ann Arbor,0,farm,cherry_tomato,,,,,sungold,none,,yes,red orange,26,8,0.094,54.49,726.41,,,,,,,,,,,,,,,,,,,,,5.8,47.59,,,,,,,,,,,,,,,,,,,,,,,14.46,8.39,5.8,30.64,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,00:00:00:de,-3.4499999999999993,2.289999999999999,10.200000000000003,7.989999999999995,10.230000000000004,38.160000000000004,28.590000000000003,43.64,42.61,76.8,00:00:01:2f,-72.80,-31.60,-10.76,0.9143,1.888,10.93,10.63,17.21,17.38,13.83
,,massachusetts,3958,Ann Arbor,0,farm,cherry_tomato,,,,,sakura,none,,yes,purple red green,30,6.8,0.083,38.19,757.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,00:00:00:de,-4.490000000000002,-2.0400000000000063,2.4000000000000057,4.3799999999999955,4.479999999999997,26.78000000000001,19.53,41.099999999999994,42.290000000000006,72.69999999999999,00:00:01:2f,-72.39,-31.04,-8.008,2.477,2.813,6.129,5.582,21.00,20.79,19.37
,,massachusetts,4778,Ann Arbor,0,store,lettuce,whole_foods,organic_girl,,certified_organic,little_gem,none,,rotten,green purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.14,0.15,116.29,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
,,massachusetts,4781,Ann Arbor,0,store,cherry_tomato,whole_foods,long_wind_farm,,certified_organic greenhouse,mixed_multi_color,none,,yes,orange,26,7.3,0.093,42.97,787.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3,0.51,116.81,,3,3,3,00:00:00:de,-2.990000000000002,2.1300000000000026,15.959999999999994,8.670000000000002,12.380000000000003,29.700000000000003,22.93,37.30999999999999,41.61000000000001,61.79999999999998,00:00:01:2f,-0.7818,3.998,-1.472,3.844,6.313,15.36,12.62,8.862,10.87,12.96
,,massachusetts,4777,Ann Arbor,0,store,lettuce,whole_foods,green_mountain_harvest,,hydroponic greenhouse,green_summer_crisp,none,,rotten,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.22,0.16,116.38,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
,,massachusetts,4779,Ann Arbor,0,store,cherry_tomato,whole_foods,sunset,,greenhouse,mixed_multi_color,none,,yes,green red,25,5.8,0.075,36.03,869.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.41,0.17,116.58,,2,2,2,00:00:00:de,-3.650000000000002,0.259999999999998,15.5,5.780000000000001,5.789999999999999,18.659999999999997,23.229999999999997,37.82000000000001,41.190000000000005,61.500000000000014,00:00:01:2f,25.87,6.430,-1.182,4.924,4.980,8.275,12.74,12.58,12.10,16.07
kale,kale_h6oMYv4vWDN0Jx3UjFdQ9sdPXSt2,rhode_island,2778,Ann Arbor,0,farm,kale,,,,,red_russian,none,,yes,green purple,86,5.1,0.083,111.23,3157.83,,,,,,,,,,,,,,,,,,,19.69,11.42,5.8,31.3,,,,,,,,,,,,,,,,,,,,,,,22.25,12.91,5.8,19.3,,,,,,,,,,,,,,,,,,,,,,,-797.13,58.35,-738.78,104.75145859953703,3,5,5,00:00:00:de,-4.060000000000002,-2.0400000000000063,12.799999999999997,4.100000000000001,3.770000000000003,0.7199999999999989,-1.2100000000000009,34.42999999999999,40.440000000000005,52.89999999999999,00:00:00:de,0.03374,-0.3211,7.257,7.600,17.91,19.80,11.95,63.27,66.85,60.54
"2019-05-31 Model Garden Carrot (server: 40, id: 1)",2019-05-31_Model_Garden_Carrot_h6oMYv4vWDN0Jx3UjFdQ9sdPXSt2,rhode_island,2775,Ann Arbor,0,farm,carrot,,,,,sugarsnax,none,,yes,orange,35,7.8,0.1,20.56,51.35,,,,,,,,,,,,,,,,,,,16.86,9.78,5.5,28.56,,,,,,,,,,,,,,,,,,,,,,,4.13,2.39,5.8,42.83,,,,,,,,,,,,,,,,,,,,,,,-799.88,217.53,-582.35,199.86595126157408,5,5,5,00:00:00:de,-3.299999999999997,-1.490000000000002,11.799999999999997,4.060000000000002,3.6000000000000014,27.67000000000001,24.639999999999993,40.230000000000004,42.41,61.400000000000006,00:00:00:de,1.285,0.4149,0.6456,1.207,4.194,38.57,39.96,60.59,62.26,47.69
spinach,spinach_h6oMYv4vWDN0Jx3UjFdQ9sdPXSt2,rhode_island,2776,Ann Arbor,0,farm,spinach,,,,,space,none,,yes,green,106,5.9,0.086,174.88,184.71,,,,,,,,,,,,,,,,,,,22.14,12.84,5.8,17.38,,,,,,,,,,,,,,,,,,,,,,,23.43,13.59,6,40.9,,,,,,,,,,,,,,,,,,,,,,,-799.94,29.22,-770.72,97.86847253472222,5,5,5,00:00:00:de,-4.219999999999999,-2.1400000000000006,10.409999999999997,2.8999999999999986,1.2800000000000011,-1.1699999999999946,-2.6099999999999994,34.17,41.17,50.64999999999999,00:00:00:de,-0.3250,-1.480,0.5344,4.547,8.369,8.744,5.429,62.85,64.78,51.19
,,maryland,4618,Ann Arbor,0,store,cherry_tomato,common_market_coop,lady_moon_farms,,certified_organic,,none,,yes,red,31,3.8,0.053,29.45,1167.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06,69.18,91.24000000000001,,,,,00:00:00:de,-2.599999999999998,2.25,23.39999999999999,9.600000000000001,11.190000000000005,25.35,27.890000000000008,57.010000000000005,52.699999999999996,81.4,00:00:01:2f,-208.3,-98.21,-23.47,-1.150,-1.548,3.822,12.02,14.89,14.47,7.333
"2019-08-14 Knoll Spinach (server: 117, id: 3)",,massachusetts,2697.1,Ann Arbor,0,farm,spinach,,,,,emperor,damage other,freeze,yes,green yellow,83,7.6,0.129,99.52,201.56,,,,,,,,,,,,,,,,,,,8.2,4.76,5.8,18.34,,,,,,,,,,,,,,,,,,,,,,,8.13,4.72,5.8,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,00:00:01:13,-3.240000000000002,-3.299999999999997,-2.6599999999999966,-3.190000000000005,-2.460000000000001,-2.799999999999997,-3.9299999999999997,31.519999999999996,27.58,50.7,00:00:01:13,-0.3093,-0.3301,0.6876,3.888,8.164,6.821,4.137,57.78,54.88,73.07
"2019-08-14 Knoll Spinach (server: 117, id: 3)",,massachusetts,2697.2,Ann Arbor,0,farm,spinach,,,,,emperor,damage other,freeze,yes,green yellow,83,8.3,0.111,205.55,104.46,,,,,,,,,,,,,,,,,,,8.2,4.76,5.8,18.34,,,,,,,,,,,,,,,,,,,,,,,8.13,4.72,5.8,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,00:00:01:13,-3.0900000000000034,-3.0600000000000023,-2.1999999999999886,-2.8800000000000026,-1.8999999999999986,-2.270000000000003,-3.480000000000004,29.460000000000008,26.950000000000003,46.89999999999999,00:00:01:13,-1.178,-1.483,-0.6894,3.745,8.470,6.627,3.763,59.46,57.16,66.70
"2019-08-14 Knoll Spinach (server: 117, id: 3)",,massachusetts,2697.3,Ann Arbor,0,farm,spinach,,,,,emperor,damage other,freeze,yes,green yellow,83,8.5,0.131,168.62,64.11,,,,,,,,,,,,,,,,,,,8.2,4.76,5.8,18.34,,,,,,,,,,,,,,,,,,,,,,,8.13,4.72,5.8,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,00:00:01:13,-3.019999999999996,-3.1000000000000014,-2.3000000000000114,-3.4599999999999937,-2,-2.479999999999997,-3.710000000000001,29.64,25.650000000000006,45.80000000000001,00:00:01:13,-1.201,-1.573,-1.148,3.491,9.073,8.146,5.039,60.76,50.37,74.26
skeet west. I don't know why it's not in the drop-down menu,,massachusetts,2700.2,Ann Arbor,0,farm,carrot,,,,,bolero,none,,yes,orange,50,8.8,0.11,10.35,69.86,,,,,,,,,,,,,,,,,,,8.6,4.99,5.8,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:01:13,-1.0899999999999999,-0.9200000000000017,-1.3199999999999932,-1.0300000000000011,1.730000000000004,29.199999999999996,32.209999999999994,43.60000000000001,29.060000000000002,72.60000000000001,00:00:01:13,6.560,6.818,6.290,5.638,10.30,44.41,54.74,69.63,60.96,71.84
skeet west. I don't know why it's not in the drop-down menu,,massachusetts,2700.3,Ann Arbor,0,farm,carrot,,,,,bolero,none,,yes,orange,35,9.2,0.108,6.64,24.36,,,,,,,,,,,,,,,,,,,8.6,4.99,5.8,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:01:13,-1.120000000000001,-0.8599999999999994,-1.1199999999999903,-0.75,1.9899999999999949,29.599999999999994,32.15,43.67999999999999,28.93999999999999,73.6,00:00:01:13,6.680,6.735,5.361,8.333,12.01,53.97,66.00,71.11,67.51,61.05
skeet west. I don't know why it's not in the drop-down menu,,massachusetts,2700.1,Ann Arbor,0,farm,carrot,,,,,bolero,none,,yes,orange,46,10.2,0.107,8.59,34.3,,,,,,,,,,,,,,,,,,,8.6,4.99,5.8,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:01:13,-1.5100000000000016,-1.3500000000000014,-1.2600000000000051,-0.6000000000000014,2.539999999999999,29.409999999999997,32.7,43.53,30.049999999999997,72.00000000000001,00:00:01:13,8.346,8.956,8.626,11.27,16.93,57.42,68.10,75.06,73.25,65.21
,,massachusetts,4775.1,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,34,7.7,0.092,22.45,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,00:00:01:13,-5.84,-4.57,-2.280000000000001,-0.6600000000000037,1.8200000000000003,17.820000000000007,20.4,32.16999999999999,19.980000000000004,59.89999999999999,00:00:01:13,4.645,5.679,4.526,6.177,10.17,48.25,54.23,58.72,58.48,49.20
,,massachusetts,4775.2,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,29,8.7,0.108,12.88,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,00:00:01:13,-5.9399999999999995,-4.670000000000002,-2.6000000000000085,-0.8400000000000034,1.9299999999999997,19.700000000000003,23.019999999999996,38.11,23.65,58.80000000000001,00:00:01:13,2.895,3.454,2.450,5.434,7.706,42.87,51.03,63.28,58.18,50.58
,,massachusetts,4775.3,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,25,8.1,0.104,24.57,99.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,00:00:01:13,-6.32,-5.130000000000003,-2.759999999999991,-1.5800000000000054,1.0300000000000011,15.259999999999998,18.540000000000006,34.760000000000005,20.39,59.19999999999999,00:00:01:13,3.293,4.772,3.797,4.765,9.335,47.10,52.22,58.09,60.65,50.02
,,massachusetts,4776.1,Ann Arbor,0,farm_market,lettuce,,,,organic,,none,,yes,green purple,100,3.5,0.056,69.19,528.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,4,4,00:00:01:13,-4.700000000000003,-4.789999999999999,-4.25,-2.470000000000006,-2.539999999999999,-1.5,-1.8500000000000014,21.950000000000003,8.89,49.8,00:00:01:13,0.5174,0.2378,-2.307,6.387,13.84,10.56,7.194,48.23,44.25,48.76
,,massachusetts,4776.2,Ann Arbor,0,farm_market,lettuce,,,,organic,,none,,yes,green purple,100,3.1,0.052,35.17,599.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,4,4,00:00:01:13,-4.679999999999996,-4.810000000000002,-4.420000000000002,-2.509999999999998,-2.5500000000000043,-0.759999999999998,-0.8399999999999963,33.24000000000001,16.130000000000003,62.400000000000006,00:00:01:13,2.031,2.162,0.3083,4.076,9.271,6.691,5.091,58.42,48.00,75.83
,,massachusetts,4776.3,Ann Arbor,0,farm_market,lettuce,,,,organic,,none,,yes,green purple,100,3.8,0.049,72.65,618.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,4,4,00:00:01:13,-4.560000000000002,-4.82,-4.040000000000006,-2.3999999999999986,-2.530000000000001,-1.9100000000000037,-1.9200000000000017,21.319999999999993,9.020000000000003,47.39999999999999,00:00:01:13,1.290,2.470,2.576,12.47,18.77,17.79,15.77,62.08,53.62,70.46
,,massachusetts,3498.3,Ann Arbor,0,store,kale,whole_foods,lady_moon_farms,,certified_organic,,none,,yes,green,273,4.9,0.117,377.52,8511.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.600000000000001,-4.939999999999998,-4.230000000000004,-1.4299999999999997,-0.4200000000000017,-1.0600000000000023,-1.6799999999999997,31.94999999999999,21.5,47.89999999999999,00:00:01:13,3.700,4.250,5.818,9.022,13.81,10.14,7.749,57.10,47.94,55.63
,,massachusetts,3498.2,Ann Arbor,0,store,kale,whole_foods,lady_moon_farms,,certified_organic,,none,,yes,green,273,8.1,0.126,562.57,14476.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.419999999999998,-4.550000000000004,-3.6699999999999875,-0.9299999999999997,0.05000000000000426,-0.23000000000000398,-1.3299999999999983,37.5,27.57,50,00:00:01:13,3.466,4.263,6.978,8.571,15.19,10.89,8.005,51.88,43.73,64.52
,,massachusetts,3498.1,Ann Arbor,0,store,kale,whole_foods,lady_moon_farms,,certified_organic,,none,,yes,green,273,8,0.124,411.05,9779.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.629999999999999,-4.93,-4.400000000000006,-1.7199999999999989,-0.9500000000000028,-1.019999999999996,-1.9200000000000017,35.85000000000001,25.89,48.70000000000002,00:00:01:13,3.655,4.414,6.244,8.185,13.38,9.403,7.201,58.93,49.04,66.90
,,massachusetts,3477.1,Ann Arbor,0,store,cherry_tomato,whole_foods,sunset,,greenhouse,,none,,yes,yellow red,32,4.9,0.078,37.1,913.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,00:00:01:13,-3.7300000000000004,-2.490000000000002,1.4099999999999966,4.780000000000001,8.32,19.809999999999995,24.13000000000001,31.900000000000006,19.15,52.3,00:00:01:13,-4.043,-6.255,-10.69,-0.5285,4.160,16.72,21.70,24.58,20.04,19.47
,,massachusetts,3477.2,Ann Arbor,0,store,cherry_tomato,whole_foods,sunset,,greenhouse,,none,,yes,yellow red,34,6.4,0.078,39.34,949.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,00:00:01:13,-4.130000000000003,-3.489999999999995,-0.8299999999999983,3.1500000000000057,6.609999999999999,18.659999999999997,23.269999999999996,33.93000000000001,20.050000000000004,55.30000000000001,00:00:01:13,-4.846,-7.766,-14.96,0.1826,2.106,11.68,17.82,23.24,18.01,12.93
,,massachusetts,3477.3,Ann Arbor,0,store,cherry_tomato,whole_foods,sunset,,greenhouse,,none,,yes,yellow red,33,4.6,0.071,44.93,1013.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,00:00:01:13,-4.079999999999998,-2.3399999999999963,4.079999999999998,8.420000000000002,13.769999999999996,27.470000000000006,32.35,43,22.769999999999996,68.20000000000002,00:00:01:13,-7.974,-11.08,-19.49,-3.218,-0.5155,9.211,15.26,16.32,10.97,4.585
,,massachusetts,3517.1,Ann Arbor,0,store,cherry_tomato,whole_foods,sunripe,,certified_organic other fair_food,,none,,yes,red,37,3.9,0.057,36.24,1209.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,00:00:01:13,-3.0700000000000003,-1.4400000000000048,2.469999999999999,4.469999999999999,7.220000000000006,20.36,29.770000000000003,32.56999999999999,21.1,51.60000000000001,00:00:01:13,-3.019,-4.717,-8.418,0.2477,2.280,8.292,19.65,24.92,20.65,22.33
,,massachusetts,3517.2,Ann Arbor,0,store,cherry_tomato,whole_foods,sunripe,,certified_organic other fair_food,,none,,yes,red,39,2.2,0.06,32.54,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,00:00:01:13,-1.759999999999998,1.3699999999999974,10.990000000000009,10.479999999999997,14.329999999999998,26.660000000000004,33.540000000000006,45.43000000000001,22.880000000000003,73.20000000000002,00:00:01:13,-5.783,-8.538,-16.46,-2.449,-2.465,2.897,15.41,21.38,16.44,11.74
,,maryland,4599.1,Ann Arbor,0,store,carrot,trouts_jubilee,cal_organic,,certified_organic,mixed_multi_color,none,,yes,purple,15,6.5,0.086,40.9,168.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.969999999999999,-5.739999999999998,-3.510000000000005,-1.9100000000000037,0.240000000000002,4.660000000000004,6.090000000000003,38.129999999999995,17.660000000000004,70.2,00:00:01:13,1.287,1.579,0.6147,2.419,3.326,7.125,19.17,40.57,35.57,41.99
